ax_00_ecdf_ecdf_x,ax_00_ecdf_ecdf_y,ax_00_ecdf_ecdf_n,ax_00_ecdf_ecdf_x_step,ax_00_ecdf_ecdf_y_step
-0.020901593964148132,48.3,,-0.6769220003059587,24.2
-0.01901620790268883,48.4,,-0.6763923020592697,24.2
-0.01851313599238993,48.5,,-0.6763923020592697,24.3
-0.016422896072752075,48.6,,-0.6626237589458467,24.3
-0.013497224737933921,48.7,,-0.6626237589458467,24.4
-0.012246772846914623,48.8,,-0.661786464768388,24.4
-0.007972641316617372,48.9,,-0.661786464768388,24.5
-0.0036025390905684044,49.0,,-0.6533292325737119,24.5
0.00511345664246089,49.1,,-0.6533292325737119,24.6
0.005243699718183166,49.2,,-0.6526239793023909,24.6
0.010233061019587049,49.3,,-0.6526239793023909,24.7
0.01259240078179486,49.4,,-0.6518361078021592,24.7
0.01300189187790702,49.5,,-0.6518361078021592,24.8
0.013929291912946203,49.6,,-0.6516003476058171,24.8
0.0184183791895517,49.7,,-0.6516003476058171,24.9
0.01843393306539316,49.8,,-0.6506425691218269,24.9
0.02100384163275905,49.9,,-0.6506425691218269,25.0
0.024510174258942714,50.0,,-0.6465728842425266,25.0
0.026091050210833786,50.1,,-0.6465728842425266,25.1
0.02688583899453078,50.2,,-0.6451197546051243,25.1
0.028318376130461172,50.3,,-0.6451197546051243,25.2
0.028744822934817487,50.4,,-0.637739984251316,25.2
0.02975613949574519,50.5,,-0.637739984251316,25.3
0.03526355197172861,50.6,,-0.6373871273065177,25.3
0.045571839903813784,50.7,,-0.6373871273065177,25.4
0.04643654815614881,50.8,,-0.6269670577877674,25.4
0.046980593764742055,50.9,,-0.6269670577877674,25.5
0.047398671316414016,51.0,,-0.6248185776956788,25.5
0.048084946661381994,51.1,,-0.6248185776956788,25.6
0.04852162794482699,51.2,,-0.6231405264247644,25.6
0.055724912288694604,51.3,,-0.6231405264247644,25.7
0.058208718445999896,51.4,,-0.6226995198205938,25.7
0.05921843401448826,51.5,,-0.6226995198205938,25.8
0.06023020994102644,51.6,,-0.6127886904843862,25.8
0.06428001909546277,51.7,,-0.6127886904843862,25.9
0.06751848141010895,51.8,,-0.6115178029919482,25.9
0.06752820468792384,51.9,,-0.6115178029919482,26.0
0.06856297480602733,52.0,,-0.6039851867158206,26.0
0.06980208499001891,52.1,,-0.6039851867158206,26.1
0.07156623721939247,52.2,,-0.6017066122293969,26.1
0.07331796718840389,52.3,,-0.6017066122293969,26.2
0.07409478041977519,52.4,,-0.600638689918805,26.2
0.07580455819372633,52.5,,-0.600638689918805,26.3
0.0773683076476183,52.6,,-0.6002168771587947,26.3
0.08187413938632256,52.7,,-0.6002168771587947,26.4
0.08228398927542419,52.8,,-0.5993926454440222,26.4
0.08658978747289992,52.9,,-0.5993926454440222,26.5
0.08704706823817122,53.0,,-0.5993750229537729,26.5
0.0917607765355023,53.1,,-0.5993750229537729,26.6
0.09612077694098337,53.2,,-0.5923939242388692,26.6
0.09699596499271819,53.3,,-0.5923939242388692,26.7
0.09707754934804039,53.4,,-0.5915713888358299,26.7
0.09767609854883172,53.5,,-0.5915713888358299,26.8
0.09933230542922587,53.6,,-0.5893647569442115,26.8
0.09965136508764122,53.7,,-0.5893647569442115,26.9
0.10643022769189683,53.8,,-0.5769036556624031,26.9
0.10939479460489289,53.9,,-0.5769036556624031,27.0
0.11092258970986608,54.0,,-0.5768918695231487,27.0
0.11351734525124804,54.1,,-0.5768918695231487,27.1
0.11422764866203965,54.2,,-0.5767713305683327,27.1
0.11567463429285867,54.3,,-0.5767713305683327,27.2
0.117327383308782,54.4,,-0.57581824064468,27.2
0.12029563171189886,54.5,,-0.57581824064468,27.3
0.12200981464536144,54.6,,-0.5756378262377739,27.3
0.12810441491078928,54.7,,-0.5756378262377739,27.4
0.1292211819752275,54.8,,-0.5736620068802363,27.4
0.13074057728609134,54.9,,-0.5736620068802363,27.5
0.132969674146876,55.0,,-0.5711789897827968,27.5
0.14671368643332283,55.1,,-0.5711789897827968,27.6
0.1503017614618776,55.2,,-0.5707462937494763,27.6
0.15039378647620763,55.3,,-0.5707462937494763,27.7
0.1537251059455279,55.4,,-0.5662977296027719,27.7
0.1664522082130561,55.5,,-0.5662977296027719,27.8
0.17086543812794186,55.6,,-0.5640786307367284,27.8
0.1713682811899705,55.7,,-0.5640786307367284,27.9
0.173180925851182,55.8,,-0.5637245528039747,27.9
0.17457781283183896,55.9,,-0.5637245528039747,28.0
0.17770100093325383,56.0,,-0.5624667758942676,28.0
0.18186625505849516,56.1,,-0.5624667758942676,28.1
0.18334200573835174,56.2,,-0.5622875292409727,28.1
0.1846338585323042,56.3,,-0.5622875292409727,28.2
0.1848361236948739,56.4,,-0.5601810401969696,28.2
0.18645431476942764,56.5,,-0.5601810401969696,28.3
0.1866091231563581,56.6,,-0.5589218472715883,28.3
0.18676676447707832,56.7,,-0.5589218472715883,28.4
0.19109906801990334,56.8,,-0.5554771191602547,28.4
0.19408999289830758,56.9,,-0.5554771191602547,28.5
0.19584525509768155,57.0,,-0.5551995266931984,28.5
0.19652116970147013,57.1,,-0.5551995266931984,28.6
0.19655477651157463,57.2,,-0.553649305347182,28.6
0.19686123586912352,57.3,,-0.553649305347182,28.7
0.19808476076785494,57.4,,-0.5522230442809712,28.7
0.19905969557347003,57.5,,-0.5522230442809712,28.8
0.2029230208512997,57.6,,-0.5468589412403921,28.8
0.2034636358672231,57.7,,-0.5468589412403921,28.9
0.20768768716311115,57.8,,-0.5449190868089497,28.9
0.20838280794755248,57.9,,-0.5449190868089497,29.0
0.2088635950047554,58.0,,-0.5443827245251827,29.0
0.2110174672026184,58.1,,-0.5443827245251827,29.1
0.213979910734222,58.2,,-0.543424771133765,29.1
0.21409374413020396,58.3,,-0.543424771133765,29.2
0.21645858958197486,58.4,,-0.5397596803093615,29.2
0.21915032766393897,58.5,,-0.5397596803093615,29.3
0.22213377163371284,58.6,,-0.5309969550018176,29.3
0.2237879516388985,58.7,,-0.5309969550018176,29.4
0.22388402427913137,58.8,,-0.5308687729203206,29.4
0.22409248181041677,58.9,,-0.5308687729203206,29.5
0.22745993460412942,59.0,,-0.5305011476105275,29.5
0.2320499373576363,59.1,,-0.5305011476105275,29.6
0.23225369716100355,59.2,,-0.5302576183724408,29.6
0.23421473253652075,59.3,,-0.5302576183724408,29.7
0.23561455810856594,59.4,,-0.5297602037670388,29.7
0.24196227156603412,59.5,,-0.5297602037670388,29.8
0.24333944932269183,59.6,,-0.525755021680761,29.8
0.2436872114919123,59.7,,-0.525755021680761,29.9
0.24380071377119883,59.8,,-0.5245202662797737,29.9
0.24496657110872277,59.9,,-0.5245202662797737,30.0
0.24822058630033608,60.0,,-0.5228600271532683,30.0
0.24938368371075526,60.1,,-0.5228600271532683,30.1
0.25049285034587654,60.2,,-0.5227230205190395,30.1
0.2544208433012131,60.3,,-0.5227230205190395,30.2
0.25602973431387566,60.4,,-0.5182702182736474,30.2
0.25755039072276437,60.5,,-0.5182702182736474,30.3
0.25972250172148187,60.6,,-0.5176112990361714,30.3
0.25988279424842353,60.7,,-0.5176112990361714,30.4
0.26105527217988933,60.8,,-0.5172884501003722,30.4
0.26705026586925884,60.9,,-0.5172884501003722,30.5
0.2704568257798388,61.0,,-0.5160447282173739,30.5
0.27157883719537346,61.1,,-0.5160447282173739,30.6
0.27669079933001905,61.2,,-0.5138669173366935,30.6
0.27902152577033923,61.3,,-0.5138669173366935,30.7
0.2799686263198203,61.4,,-0.5112156764311852,30.7
0.28099186773503265,61.5,,-0.5112156764311852,30.8
0.28586539072490497,61.6,,-0.510016398854747,30.8
0.2891686439078181,61.7,,-0.510016398854747,30.9
0.2897748568964129,61.8,,-0.5069431753711298,30.9
0.29307247329868125,61.9,,-0.5069431753711298,31.0
0.29612027706457605,62.0,,-0.5034756541161992,31.0
0.29698467323318606,62.1,,-0.5034756541161992,31.1
0.30154734233361247,62.2,,-0.5020542243526112,31.1
0.30729952087660933,62.3,,-0.5020542243526112,31.2
0.3078017688920592,62.4,,-0.5017570435845365,31.2
0.3109075655980046,62.5,,-0.5017570435845365,31.3
0.3112501545435361,62.6,,-0.4930009346588328,31.3
0.3142473325952739,62.7,,-0.4930009346588328,31.4
0.3227185603380895,62.8,,-0.48943944251822213,31.4
0.324083969394795,62.9,,-0.48943944251822213,31.5
0.3241663524884421,63.0,,-0.48760622407249354,31.5
0.326133022242118,63.1,,-0.48760622407249354,31.6
0.32692737376416264,63.2,,-0.48712538376469605,31.6
0.32875110965968446,63.3,,-0.48712538376469605,31.7
0.33126343140356396,63.4,,-0.48536354782910346,31.7
0.33231401197959165,63.5,,-0.48536354782910346,31.8
0.3336621052869483,63.6,,-0.48423407286625136,31.8
0.334456789987025,63.7,,-0.48423407286625136,31.9
0.3376026620752022,63.8,,-0.47917423784528995,31.9
0.3384964074944141,63.9,,-0.47917423784528995,32.0
0.3411519748166439,64.0,,-0.4787486216634773,32.0
0.34175597577715944,64.1,,-0.4787486216634773,32.1
0.34272534637770413,64.2,,-0.4776574467651167,32.1
0.3436182895684614,64.3,,-0.4776574467651167,32.2
0.3464482094969757,64.4,,-0.4749453111609562,32.2
0.34758170536167105,64.5,,-0.4749453111609562,32.3
0.3520553965142968,64.6,,-0.47193186578943347,32.3
0.35701548596504734,64.7,,-0.47193186578943347,32.4
0.3571125715117464,64.8,,-0.4710383056183228,32.4
0.3577873603482833,64.9,,-0.4710383056183228,32.5
0.36139560550841393,65.0,,-0.4694743859349521,32.5
0.36163602504763415,65.1,,-0.4694743859349521,32.6
0.36659824609684827,65.2,,-0.4691756521047048,32.6
0.3686733088729012,65.3,,-0.4691756521047048,32.7
0.37114587337130883,65.4,,-0.46572975357025687,32.7
0.37569801834567196,65.5,,-0.46572975357025687,32.8
0.37721187506452086,65.6,,-0.46341769281246226,32.8
0.3773004930448522,65.7,,-0.46341769281246226,32.9
0.3801978510059632,65.8,,-0.4622752887050425,32.9
0.3824097461840506,65.9,,-0.4622752887050425,33.0
0.3840654489393073,66.0,,-0.4606387709597875,33.0
0.3853173797288368,66.1,,-0.4606387709597875,33.1
0.39445214237829684,66.2,,-0.4593608995402441,33.1
0.39913611435207086,66.3,,-0.4593608995402441,33.2
0.40171172209894146,66.4,,-0.4523063192490767,33.2
0.4040508568145384,66.5,,-0.4523063192490767,33.3
0.40498171096095553,66.6,,-0.45006547147924364,33.3
0.40825275571447184,66.7,,-0.45006547147924364,33.4
0.4127809269364983,66.8,,-0.4465149520670211,33.4
0.41293145427562433,66.9,,-0.4465149520670211,33.5
0.41343490322370086,67.0,,-0.44643361455052827,33.5
0.42545756178496474,67.1,,-0.44643361455052827,33.6
0.42961821913258585,67.2,,-0.4461834332147797,33.6
0.4400144500533324,67.3,,-0.4461834332147797,33.7
0.44381942814622843,67.4,,-0.4455025214007718,33.7
0.44426331148603976,67.5,,-0.4455025214007718,33.8
0.44770856001731496,67.6,,-0.4442932600761116,33.8
0.4567532191537839,67.7,,-0.4442932600761116,33.9
0.4591800792284367,67.8,,-0.44004448669698376,33.9
0.46210347426327075,67.9,,-0.44004448669698376,34.0
0.4714155563864041,68.0,,-0.4397310582741749,34.0
0.4714683571359957,68.1,,-0.4397310582741749,34.1
0.472597482413043,68.2,,-0.4344962274323156,34.1
0.47323762457354485,68.3,,-0.4344962274323156,34.2
0.4735924306351816,68.4,,-0.4325581878196209,34.2
0.4738329209117875,68.5,,-0.4325581878196209,34.3
0.47897982574639186,68.6,,-0.42688106994742003,34.3
0.4810092317367132,68.7,,-0.42688106994742003,34.4
0.4824724152431853,68.8,,-0.42098448082026296,34.4
0.48937456122791806,68.9,,-0.42098448082026296,34.5
0.4919191715065057,69.0,,-0.42064532276535904,34.5
0.4924512640081491,69.1,,-0.42064532276535904,34.6
0.4933179008808892,69.2,,-0.42018681709585726,34.6
0.4967141530112327,69.3,,-0.42018681709585726,34.7
0.49799829124544975,69.4,,-0.4152879139008013,34.7
0.5009171876243808,69.5,,-0.4152879139008013,34.8
0.5040465155178444,69.6,,-0.4118769661224674,34.8
0.5049872789804571,69.7,,-0.4118769661224674,34.9
0.5072740311072977,69.8,,-0.4080753730215514,34.9
0.5132674331133561,69.9,,-0.4080753730215514,35.0
0.5137859509122088,70.0,,-0.40122047188583626,35.0
0.514438834058749,70.1,,-0.40122047188583626,35.1
0.5150352672086598,70.2,,-0.3933388123273607,35.1
0.5150476863060479,70.3,,-0.3933388123273607,35.2
0.517659020469123,70.4,,-0.39210815313215763,35.2
0.5193465142411723,70.5,,-0.39210815313215763,35.3
0.5219415656168976,70.6,,-0.38770155993598415,35.3
0.5298041779152828,70.7,,-0.38770155993598415,35.4
0.5389100436846587,70.8,,-0.3853135968617602,35.4
0.5425600435859647,70.9,,-0.3853135968617602,35.5
0.543360192379935,71.0,,-0.38508228041631654,35.5
0.5470973811700379,71.1,,-0.38508228041631654,35.6
0.5597904479310398,71.2,,-0.38455554422982535,35.6
0.5607845263682344,71.3,,-0.38455554422982535,35.7
0.5629692366905709,71.4,,-0.3748208075495975,35.7
0.5697672802322039,71.5,,-0.3748208075495975,35.8
0.5705986685931593,71.6,,-0.37144086599579146,35.8
0.570890510693167,71.7,,-0.37144086599579146,35.9
0.5725827813561586,71.8,,-0.36361221221385587,35.9
0.5765569630557664,71.9,,-0.36361221221385587,36.0
0.57707212718054,72.0,,-0.36283856043965906,36.0
0.5839281853259639,72.1,,-0.36283856043965906,36.1
0.5868570938002703,72.2,,-0.3609661658190799,36.1
0.5883172064845765,72.3,,-0.3609661658190799,36.2
0.5906548306923093,72.4,,-0.35929209078705954,36.2
0.5931012579683838,72.5,,-0.35929209078705954,36.3
0.5951570254369136,72.6,,-0.35151348404130867,36.3
0.6060099513456396,72.7,,-0.35151348404130867,36.4
0.6078965097165392,72.8,,-0.3427145165267695,36.4
0.6103702654334648,72.9,,-0.3427145165267695,36.5
0.6105857452838231,73.0,,-0.34268759408034877,36.5
0.6116762888408679,73.1,,-0.34268759408034877,36.6
0.6141667000434252,73.2,,-0.3357846992901282,36.6
0.6159356069442637,73.3,,-0.3357846992901282,36.7
0.620672097550678,73.4,,-0.3345012358409484,36.7
0.6218099622171964,73.5,,-0.3345012358409484,36.8
0.6228499323474987,73.6,,-0.3276621465977682,36.8
0.6241198170521551,73.7,,-0.3276621465977682,36.9
0.6256673477650062,73.8,,-0.32602353216784113,36.9
0.6283455092642799,73.9,,-0.32602353216784113,37.0
0.6296288419236122,74.0,,-0.3220615162056756,37.0
0.632407739055521,74.1,,-0.3220615162056756,37.1
0.6327818661062848,74.2,,-0.32138584165299344,37.1
0.6329318177555108,74.3,,-0.32138584165299344,37.2
0.6339190223180112,74.4,,-0.3152692446403456,37.2
0.6385924587773739,74.5,,-0.3152692446403456,37.3
0.6408428612670098,74.6,,-0.31026675659345604,37.3
0.6427227598675439,74.7,,-0.31026675659345604,37.4
0.6453759495851475,74.8,,-0.3095464393139903,37.4
0.6454841811410754,74.9,,-0.3095464393139903,37.5
0.6476885381006925,75.0,,-0.3092123758512146,37.5
0.6487098875896427,75.1,,-0.3092123758512146,37.6
0.650201177958661,75.2,,-0.30917212346863937,37.6
0.651391251305798,75.3,,-0.30917212346863937,37.7
0.6543656563540577,75.4,,-0.30777823495300083,37.7
0.6565536086338297,75.5,,-0.30777823495300083,37.8
0.6585442726728304,75.6,,-0.3011036955892888,37.8
0.6621306745210467,75.7,,-0.3011036955892888,37.9
0.6696725488300385,75.8,,-0.29900735046586746,37.9
0.6748194921666038,75.9,,-0.29900735046586746,38.0
0.6795977489346758,76.0,,-0.2916937497932768,38.0
0.6815006973726244,76.1,,-0.2916937497932768,38.1
0.6818914896263114,76.2,,-0.2886586389201383,38.1
0.6819529712949639,76.3,,-0.2886586389201383,38.2
0.6860514599984393,76.4,,-0.2817846088605072,38.2
0.6862601903745135,76.5,,-0.2817846088605072,38.3
0.6901439917111125,76.6,,-0.2811002928859549,38.3
0.6962063648134184,76.7,,-0.2811002928859549,38.4
0.7003098794089914,76.8,,-0.275051697151644,38.4
0.7077519354554754,76.9,,-0.275051697151644,38.5
0.7083564472993533,77.0,,-0.2727235697476705,38.5
0.7090037575885123,77.1,,-0.2727235697476705,38.6
0.7109599682034915,77.2,,-0.26987493529337125,38.6
0.7116148780888898,77.3,,-0.26987493529337125,38.7
0.7129984301723881,77.4,,-0.26940683444455776,38.7
0.714000494092092,77.5,,-0.26940683444455776,38.8
0.7175422557959623,77.6,,-0.26888869055483056,38.8
0.7216720640432351,77.7,,-0.26888869055483056,38.9
0.725766623898692,77.8,,-0.2646568332379561,38.9
0.7384665799954104,77.9,,-0.2646568332379561,39.0
0.743264094022715,78.0,,-0.2595913513636048,39.0
0.7462535660272207,78.1,,-0.2595913513636048,39.1
0.7472936051232618,78.2,,-0.2549772174208553,39.1
0.751387123371789,78.3,,-0.2549772174208553,39.2
0.7519330326867741,78.4,,-0.2525681513931603,39.2
0.755391225825756,78.5,,-0.2525681513931603,39.3
0.7569886166453519,78.6,,-0.24903603955637832,39.3
0.7575077100473051,78.7,,-0.24903603955637832,39.4
0.7589692204932674,78.8,,-0.2489641484790735,39.4
0.7604146561442974,78.9,,-0.2489641484790735,39.5
0.7674347291529088,79.0,,-0.24751863555150475,39.5
0.7708651938869668,79.1,,-0.24751863555150475,39.6
0.7746340534293368,79.2,,-0.24717738252059693,39.6
0.7818228717773104,79.3,,-0.24717738252059693,39.7
0.7858001586508322,79.4,,-0.24574306408594432,39.7
0.787084603742452,79.5,,-0.24574306408594432,39.8
0.7910319470430469,79.6,,-0.2453881160028705,39.8
0.7916626939629359,79.7,,-0.2453881160028705,39.9
0.812525822394198,79.8,,-0.24123605785632987,39.9
0.8128621188389601,79.9,,-0.24123605785632987,40.0
0.8135096360006385,80.0,,-0.24032539815813503,40.0
0.8135172173696698,80.1,,-0.24032539815813503,40.1
0.820482181197364,80.2,,-0.23894804686640975,40.1
0.8219025043752238,80.3,,-0.23894804686640975,40.2
0.82206015999449,80.4,,-0.23681860674000887,40.2
0.822544912103189,80.5,,-0.23681860674000887,40.3
0.8231705839619146,80.6,,-0.23458713337514692,40.3
0.8254163489880298,80.7,,-0.23458713337514692,40.4
0.8271832490360238,80.8,,-0.23415337472333597,40.4
0.8294055811834892,80.9,,-0.23415337472333597,40.5
0.8303358165442456,81.0,,-0.23413695694918055,40.5
0.8339221545489041,81.1,,-0.23413695694918055,40.6
0.8356921120651418,81.2,,-0.23093453020867796,40.6
0.8406435489887241,81.3,,-0.23093453020867796,40.7
0.8496020970210246,81.4,,-0.22577630048653566,40.7
0.852433334796224,81.5,,-0.22577630048653566,40.8
0.8563987943234723,81.6,,-0.2234627853258509,40.8
0.8576596232020194,81.7,,-0.2234627853258509,40.9
0.8657551941701215,81.8,,-0.22096959953322298,40.9
0.8696059201056602,81.9,,-0.22096959953322298,41.0
0.8711247034316923,82.0,,-0.22096417382966393,41.0
0.8723206367206782,82.1,,-0.22096417382966393,41.1
0.8724573282801447,82.2,,-0.21967188783751193,41.1
0.8773622905756714,82.3,,-0.21967188783751193,41.2
0.8816397569494505,82.4,,-0.21910052880886424,41.2
0.889630795623437,82.5,,-0.21910052880886424,41.3
0.8995998754332507,82.6,,-0.2176812032272203,41.3
0.9154021177020741,82.7,,-0.2176812032272203,41.4
0.9178619470547761,82.8,,-0.21398884422550896,41.4
0.924027019206901,82.9,,-0.21398884422550896,41.5
0.9261775475316414,83.0,,-0.21344715171184725,41.5
0.9312801191161986,83.1,,-0.21344715171184725,41.6
0.9356783931474612,83.2,,-0.20812225035727522,41.6
0.9382838059759977,83.3,,-0.20812225035727522,41.7
0.9504238381860503,83.4,,-0.2030453860429927,41.7
0.9540017634932023,83.5,,-0.2030453860429927,41.8
0.9551423205012383,83.6,,-0.20219265243389406,41.8
0.9592708260852069,83.7,,-0.20219265243389406,41.9
0.9633761292443218,83.8,,-0.19236096478112252,41.9
0.9686449905328892,83.9,,-0.19236096478112252,42.0
0.9715709509543554,84.0,,-0.1903386780836082,42.0
0.9725544496267299,84.1,,-0.1903386780836082,42.1
0.9751197334177512,84.2,,-0.18687164416135904,42.1
0.9755451271223592,84.3,,-0.18687164416135904,42.2
0.9826909839455139,84.4,,-0.18565897666381712,42.2
0.9843223984765838,84.5,,-0.18565897666381712,42.3
1.0035328978920242,84.6,,-0.18490213644298903,42.3
1.0062928092144405,84.7,,-0.18490213644298903,42.4
1.0143700650181304,84.8,,-0.18398333635267913,42.4
1.0291556373256436,84.9,,-0.18398333635267913,42.5
1.030999522495951,85.0,,-0.1769472274940494,42.5
1.0318445394686349,85.1,,-0.1769472274940494,42.6
1.0324652605511468,85.2,,-0.16711808031685435,42.6
1.0375399442578992,85.3,,-0.16711808031685435,42.7
1.044160877069072,85.4,,-0.16128571166600914,42.7
1.0490092258368893,85.5,,-0.16128571166600914,42.8
1.0531528533329035,85.6,,-0.1599385299634271,42.8
1.0536417966078395,85.7,,-0.1599385299634271,42.9
1.053802052034903,85.8,,-0.15800789857898942,42.9
1.0571222262189157,85.9,,-0.15800789857898942,43.0
1.0584244868495878,86.0,,-0.15567723539207948,43.0
1.0654803750653512,86.1,,-0.15567723539207948,43.1
1.066674689589154,86.2,,-0.15178509503558332,43.1
1.073631749859772,86.3,,-0.15178509503558332,43.2
1.0807807255546218,86.4,,-0.14705738150213865,43.2
1.083051243175277,86.5,,-0.14705738150213865,43.3
1.088950596967366,86.6,,-0.14436041192394247,43.3
1.0915068519224618,86.7,,-0.14436041192394247,43.4
1.0941915184709485,86.8,,-0.1423794850212935,43.4
1.09877685198719,86.9,,-0.1423794850212935,43.5
1.1033018820165215,87.0,,-0.13826430117118466,43.5
1.1087035805829077,87.1,,-0.13826430117118466,43.6
1.1172958315881276,87.2,,-0.13014305436768459,43.6
1.1195749114345768,87.3,,-0.13014305436768459,43.7
1.1265650295477574,87.4,,-0.12791759148076653,43.7
1.135565640180599,87.5,,-0.12791759148076653,43.8
1.1428228145150205,87.6,,-0.12578692009964815,43.8
1.143754043206929,87.7,,-0.12578692009964815,43.9
1.1492733262856758,87.8,,-0.11564828238824053,43.9
1.1581108735000678,87.9,,-0.11564828238824053,44.0
1.158595579007404,88.0,,-0.11473644146689901,44.0
1.159329803364248,88.1,,-0.11473644146689901,44.1
1.1631637521549596,88.2,,-0.11453984525261789,44.1
1.1677820616598074,88.3,,-0.11453984525261789,44.2
1.1692955904456728,88.4,,-0.11232804969082982,44.2
1.1792971840638264,88.5,,-0.11232804969082982,44.3
1.179440120721287,88.6,,-0.1087601484568576,44.3
1.188393273448084,88.7,,-0.1087601484568576,44.4
1.1890165311075518,88.8,,-0.10703035995455783,44.4
1.1950466289248425,88.9,,-0.10703035995455783,44.5
1.2012139221639448,89.0,,-0.09917586377938291,44.5
1.2065089665083568,89.1,,-0.09917586377938291,44.6
1.2378163119734618,89.2,,-0.09671311187039239,44.6
1.246085192497629,89.3,,-0.09671311187039239,44.7
1.2557561255735208,89.4,,-0.09605989972464987,44.7
1.2669111491866227,89.5,,-0.09605989972464987,44.8
1.2715550949941588,89.6,,-0.0952955323869521,44.8
1.277664895788425,89.7,,-0.0952955323869521,44.9
1.277676821898509,89.8,,-0.08973569428722672,44.9
1.2784518626072987,89.9,,-0.08973569428722672,45.0
1.305478807154329,90.0,,-0.08912003951278841,45.0
1.307142754282428,90.1,,-0.08912003951278841,45.1
1.3291525301324314,90.2,,-0.0821511783925688,45.1
1.3454200461549777,90.3,,-0.0821511783925688,45.2
1.3538723741654128,90.4,,-0.0771017094141042,45.2
1.355637858804951,90.5,,-0.0771017094141042,45.3
1.356240028570823,90.6,,-0.07444591576616721,45.3
1.3668742674445247,90.7,,-0.07444591576616721,45.4
1.3686315575323487,90.8,,-0.07443342910004629,45.4
1.3821589910375272,90.9,,-0.07443342910004629,45.5
1.4027943109360992,91.0,,-0.07282891265687277,45.5
1.40934744018558,91.1,,-0.07282891265687277,45.6
1.4205042479898549,91.2,,-0.07201012158033385,45.6
1.4401172154494728,91.3,,-0.07201012158033385,45.7
1.4412732890661155,91.4,,-0.07016571145864703,45.7
1.4415686206579004,91.5,,-0.07016571145864703,45.8
1.4437646040732595,91.6,,-0.06607979864731657,45.8
1.4469778843537329,91.7,,-0.06607979864731657,45.9
1.4511436077950417,91.8,,-0.0657502610729878,45.9
1.453384477117701,91.9,,-0.0657502610729878,46.0
1.4535340771573169,92.0,,-0.06267909727317188,46.0
1.465648768921554,92.1,,-0.06267909727317188,46.1
1.475356216949552,92.2,,-0.05952535606180008,46.1
1.477894044741516,92.3,,-0.05952535606180008,46.2
1.4799441388900259,92.4,,-0.056945623721067457,46.2
1.496044311489183,92.5,,-0.056945623721067457,46.3
1.502357052096028,92.6,,-0.05558467091045507,46.3
1.5033983017671506,92.7,,-0.05558467091045507,46.4
1.5039929885826886,92.8,,-0.05554769889661878,46.4
1.5230298564080254,92.9,,-0.05554769889661878,46.5
1.5231240772696573,93.0,,-0.05429486651781221,46.5
1.5295503194606137,93.1,,-0.05429486651781221,46.6
1.5327389130025777,93.2,,-0.05023810944913695,46.6
1.5380365664659692,93.3,,-0.05023810944913695,46.7
1.5475052013300616,93.4,,-0.04946370965243295,46.7
1.5499344050175394,93.5,,-0.04946370965243295,46.8
1.5505004928140769,93.6,,-0.047711356141979855,46.8
1.551151975522523,93.7,,-0.047711356141979855,46.9
1.5646436558140062,93.8,,-0.045586016355497805,46.9
1.5655240292343404,93.9,,-0.045586016355497805,47.0
1.5774532797634744,94.0,,-0.04015795064434341,47.0
1.5792128155073915,94.1,,-0.04015795064434341,47.1
1.5795721457307124,94.2,,-0.03955515385665504,47.1
1.586016816145352,94.3,,-0.03955515385665504,47.2
1.593186626639397,94.4,,-0.037634702424848364,47.2
1.6286155455712918,94.5,,-0.037634702424848364,47.3
1.6324113039316352,94.6,,-0.03582603910995154,47.3
1.6449677135012837,94.7,,-0.03582603910995154,47.4
1.6654744444625766,94.8,,-0.0349884904969617,47.4
1.669021525289393,94.9,,-0.0349884904969617,47.5
1.6764373122752827,95.0,,-0.03471176970524331,47.5
1.6871416350725648,95.1,,-0.03471176970524331,47.6
1.6964563682900382,95.2,,-0.03468488738678118,47.6
1.7522704434236227,95.3,,-0.03468488738678118,47.7
1.7547941819843647,95.4,,-0.033126972873797095,47.7
1.7553408424432044,95.5,,-0.033126972873797095,47.8
1.7654542402810969,95.6,,-0.03275327021599839,47.8
1.77080063563551,95.7,,-0.03275327021599839,47.9
1.7945578635177877,95.8,,-0.03269474809409311,47.9
1.7958776730955217,95.9,,-0.03269474809409311,48.0
1.7976865268495226,96.0,,-0.026513875449216878,48.0
1.8009404329108156,96.1,,-0.026513875449216878,48.1
1.8124485579969287,96.2,,-0.024125087110003277,48.1
1.8314587658543537,96.3,,-0.024125087110003277,48.2
1.8466369960476658,96.4,,-0.020901593964148132,48.2
1.8467073257360336,96.5,,-0.020901593964148132,48.3
1.8489560949453452,96.6,,-0.01901620790268883,48.3
1.8522781845089378,96.7,,-0.01901620790268883,48.4
1.8657745111447566,96.8,,-0.01851313599238993,48.4
1.8761708392158862,96.9,,-0.01851313599238993,48.5
1.876795812558066,97.0,,-0.016422896072752075,48.5
1.8811570694405901,97.1,,-0.016422896072752075,48.6
1.8820244964750337,97.2,,-0.013497224737933921,48.6
1.8861859012105302,97.3,,-0.013497224737933921,48.7
1.8967929826539474,97.4,,-0.012246772846914623,48.7
1.9094166404701305,97.5,,-0.012246772846914623,48.8
1.9647251329163893,97.6,,-0.007972641316617372,48.8
2.0102045387663496,97.7,,-0.007972641316617372,48.9
2.060747924881987,97.8,,-0.0036025390905684044,48.9
2.075400798645439,97.9,,-0.0036025390905684044,49.0
2.0923872756854602,98.0,,0.00511345664246089,49.0
2.1221561970126332,98.1,,0.00511345664246089,49.1
